Название;Место;Дата проведения;Дедлайн;Область науки;Почта;Ссылка
The 11th Conference on Computational Mechanics (CCM 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Физико-математические;workshop12@163.com;none
The 7th Laser and Optoelectronics Conference (LOC 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Физико-математические;workshop12@163.com;none
The 6th Int'l Conference on Advances in Cell Biology (CACB 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Физико-математические;workshop12@163.com;none
The 10th Genetics and Genomics Conference (GC 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Биологические;workshop12@163.com;none
The 7th Conference on Advances in Biochemistry and Molecular Biology (CABMB 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Биологические;workshop12@163.com;none
The 5th International Conference on Microbiology, Virology and Immunology (CMVI 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Биологические;workshop12@163.com;none
The 8th Conference on Botany (CB 2021);Китай;04.12.21 — 06.12.21;01.11.2021;Биологические;workshop12@163.com;none
14th International Conference on Computer and Automation Engineering (ICCAE 2022);Австралия;25.03.22 — 27.03.22;01.11.2021;Компьютерные;iccaeconf@vip.163.com;none
6th International Conference on Virtual and Augmented Reality Simulations (ICVARS 2022);Австралия;25.03.22 — 27.03.22;01.11.2021;Компьютерные;icvars@163.com;none
Basic Medical Science for Endocrinology 2021;Украина;18.11.21 — 19.11.21;01.11.2021;Медицинские;anatomy@ifnmu.edu.ua;none
The (SCOPUS / ISI) GLOCAL Conference on Mediterranean and European Linguistic Anthropology 2022;Греция;19.07.22 — 23.07.22;01.11.2021;Филологические;comela2021@comela.me;none
2nd International Civil Engineering and Architecture Conference (CEAC 2022);Сингапур;11.03.22 — 14.03.22;01.11.2021;Технические;ceac@cbees.net;none
7th International Conference on Building Materials and Construction (ICBMC 2022);Сингапур;11.03.22 — 14.03.22;01.11.2021;Технические;icbmc@cbees.net;none
Классическая и современная литература: преемственность и перспективы обновления;Чехия;07.11.21 — 08.11.21;02.11.2021;Филологические;sociosphere@yandex.ru;none
Infectious and Chronic Diseases Congress;Южно-Африканская Республика;22.11.21 — 23.11.21;02.11.2021;Медицинские;info@plenareno.net;none
2nd International Conference on Computer and Communication Engineering (CCCE 2022);Италия;11.03.22 — 13.03.22;05.11.2021;Компьютерные;CCCE_CONF@OUTLOOK.COM;none
7th International Conference on Machine Learning Technologies (ICMLT 2022);Италия;11.03.22 — 13.03.22;05.11.2021;Компьютерные;icmlt_conf@163.com;none
3rd Asia Conference on Renewable Energy And Environmental Engineering (AREEE 2022);Сингапур;27.03.22 — 29.03.22;05.11.2021;Науки о Земле;areee@iacsitp.com;none
2nd International Conference on Information Communication and Software Engineering (ICICSE 2022);Китай;18.03.22 — 20.03.22;05.11.2021;Компьютерные;icicse_general@163.com;none
7th International Conference on Mathematics and Artificial Intelligence(ICMAI 2022);Китай;18.03.22 — 20.03.22;05.11.2021;Компьютерные;icmai@young.ac.cn;none
3rd European Advanced Educational Technology Conference (EAET 2022);Великобритания;25.03.22 — 27.03.22;05.11.2021;Технические;eaet_secretary@163.com;none
8th International Conference on Information Management (ICIM 2022);Великобритания;25.03.22 — 27.03.22;05.11.2021;Компьютерные;icim2017@vip.163.com;http://www.icim.org
3rd International Conference on Education Development and Studies (ICEDS 2022);США;09.03.22 — 11.03.22;05.11.2021;Культурология;iceds@academic.net;none
3rd International Conference on Leadership and Management (ICLM 2022);США;09.03.22 — 11.03.22;05.11.2021;Экономические;iclm@academic.net;none
2021 Asia-Singapore Conference on Sport Science ‘LIVE’;Сингапур;07.12.21 — 08.12.21;08.11.2021;Медицинские;anthonytan@ear.com.sg;none
Проблемы развития личности: многообразие подходов;Чехия;15.11.21 — 16.11.21;10.11.2021;Педагогические;sociosphere@yandex.ru;none
2021 Singapore Conference on Applied Psychology ‘LIVE’;Сингапур;09.12.21 — 10.12.21;10.11.2021;Психологические;anthonytan@ear.com.sg;none
World Nanotechnology Summit (WorldNano-2021);США;15.11.21 — 16.11.21;10.11.2021;Нанотехнологии;worldnano@phronesisonline.org;none
6th International Conference on Materials Engineering and Nano Sciences(ICMENS 2022);Япония;23.03.22 — 25.03.22;10.11.2021;Нанотехнологии;icmens_conf@163.com;none
7th International Conference on Nanotechnology and Nanomaterials in Energy(ICNNE 2022);Япония;23.03.22 — 25.03.22;10.11.2021;Нанотехнологии;icnne@cbees.net;none
4th International Conference on Applied Business and Economics (ICABE 2022);Китай;25.03.22 — 27.03.22;10.11.2021;Экономические;ICABE 2022;none
4th International Conference on Blockchain Technology (ICBCT 2022);Китай;25.03.22 — 27.03.22;10.11.2021;Компьютерные;icbct@academic.net;none
4th International Conference on Big Data Engineering and Technology (BDET 2022);Сингапур;22.04.22 — 24.04.22;10.11.2021;Компьютерные;BDET@IACT.NET;none
3rd International Conference on Frontiers of Computers and Communication Engineering (FCCE 2022);Сингапур;22.04.22 — 24.04.22;10.11.2021;Компьютерные;fcce@iact.net;none
22nd ICTEL 2021 – International Conference on Teaching, Education & Learning, 15-16 November, London;Великобритания;15.11.21 — 16.11.21;13.11.2021;Педагогические;convener@eurasiaresearch.info;none
21st ICTEL 2021 – International Conference on Teaching, Education & Learning, 15-16 November, Singapore;Сингапур;15.11.21 — 16.11.21;13.11.2021;Педагогические;convener@eurasiaresearch.info;none
International Conference on Traditional Medicine;Арабские Эмираты;15.11.21 — 16.11.21;14.11.2021;Медицинские;nick.traditionalmedicine@gmail.com;none
7th London – International Conference on Social Science & Humanities (ICSSH), 16-17 November 2021;Великобритания;16.11.21 — 17.11.21;14.11.2021;Социологические;convener@eurasiaresearch.info;none
9th Singapore – International Conference on Social Science & Humanities (ICSSH), 16-17 November 2021;Сингапур;16.11.21 — 17.11.21;14.11.2021;Социологические;convener@eurasiaresearch.info;none
2021 International Conference on Digital Society and Intelligent Systems (DSInS 2021);Китай;19.11.21 — 21.11.21;14.11.2021;Технические;contactdsins@163.com;http://www.dsins.org/
2nd Euro Diabetes and Endocrinology Congress;Италия;06.12.21 — 07.12.21;15.11.2021;Медицинские;diabetes@plenareno.net;none
2021 – XXIst International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 17-18 November, London;Великобритания;17.11.21 — 18.11.21;15.11.2021;Экономические;convener@eurasiaresearch.info;none
2021 – XXth International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 17-18 November, Singapore;Сингапур;17.11.21 — 18.11.21;15.11.2021;Экономические;convener@eurasiaresearch.info;none
2021 International Conference on Functional Materials and Chemical Engineering(ICFMCE 2021);Тайланд;13.12.21 — 15.12.21;15.11.2021;Науки о Земле;icfmce@iased.org;none
9th International Conference on Electrical and Electronics Engineering (ICEEE 2022);Турция;29.03.22 — 31.03.22;15.11.2021;Технические;iceee_conference@outlook.com;none
7th ICSTR London – International Conference on Science & Technology Research, 18-19 November 2021;Великобритания;18.11.21 — 19.11.21;16.11.2021;Технические;convener@eurasiaresearch.info;none
9th ICSTR Singapore – International Conference on Science & Technology Research, 18-19 November 2021;Сингапур;18.11.21 — 19.11.21;16.11.2021;Технические;convener@eurasiaresearch.info;none
International Conference on Applied Economics (CAE 2022);Китай;16.04.22 — 18.04.22;16.11.2021;Экономические;Editor_Workshop@163.com;none
International Conference on Game Theory and Microeconomics (GTM 2022);Китай;16.04.22 — 18.04.22;16.11.2021;Экономические;Editor_Workshop@163.com;none
International Symposium on Econometrics (ISE 2022);Китай;16.04.22 — 18.04.22;16.11.2021;Экономические;Editor_Workshop@163.com;none
The 11th International Conference on Information Technology in Education (CITE 2022);Китай;16.04.22 — 18.04.22;16.11.2021;Социологические;Editor_Workshop@163.com;none
The 6th Int'l Conference on Higher Education Research (ICHER 2022);Китай;16.04.22 — 18.04.22;16.11.2021;Социологические;Editor_Workshop@163.com;none
The 6th Int'l Conference on Sport Science and Physical Education (SSPE 2022);Китай;16.04.22 — 18.04.22;16.11.2021;Социологические;Editor_Workshop@163.com;none
The 5th Int'l Conference on Special Education Research (ICSER 2022);Китай;16.04.22 — 18.04.22;16.11.2021;Социологические;Editor_Workshop@163.com;none
2021 – 21st International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 19-20 November, London;Великобритания;19.11.21 — 20.11.21;17.11.2021;Медицинские;convener@eurasiaresearch.info;none
2021 – 20th International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 19-20 November, Singapore;Сингапур;19.11.21 — 20.11.21;17.11.2021;Медицинские;convener@eurasiaresearch.info;none
23rd ICTEL 2021 – International Conference on Teaching, Education & Learning, 22-23 November, Kuala Lumpur;Малайзия;22.11.21 — 23.11.21;20.11.2021;Педагогические;convener@eurasiaresearch.info;none
26th International Conference on “Biological, Environmental, Medical & Veterinary Sciences” (PCBEM-21-Pattaya);Тайланд;26.05.21 — 28.05.21;20.11.2021;Химические;cs@cbmsr.org;none
2021 World Pediatrics Conference;Тайланд;19.11.21 — 20.11.21;20.11.2021;Медицинские;pediatrics@episirus.org;none
4th International Conference on Image Processing and Machine Vision (IPMV 2022);Гонконг;25.03.22 — 27.03.22;20.11.2021;Компьютерные;ipmv_conf@yeah.net;none
2nd International Conference on Digital Manufacturing (ICDM 2022);Китай;22.04.22 — 24.04.22;20.11.2021;Технические;icdmconf@outlook.com;none
13th International Conference on Materials and Manufacturing Technologies (ICMMT 2022);Вьетнам;22.04.22 — 24.04.22;20.11.2021;Технические;icmmt@asr.org;none
2nd Asian Public Mental Health Congress;Индонезия;29.11.21 — 30.11.21;21.11.2021;Медицинские;depression@plenareno.net;none
7th Kuala Lumpur – International Conference on Social Science & Humanities (ICSSH), 23-24 November 2021;Малайзия;23.11.21 — 24.11.21;21.11.2021;Социологические;convener@eurasiaresearch.info;none
2nd Asian Public Mental Health Congress;Индонезия;29.11.21 — 30.11.21;21.11.2021;Медицинские;depression@plenareno.net;none
The 8th Neurology and Neurosurgery Conference (NeuroConf_D 2021);Китай;24.12.21 — 26.12.21;21.11.2021;Медицинские;editor_sarah@126.com;none
2021 – XXII International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 24-25 November, Kuala Lumpur;Малайзия;24.11.21 — 25.11.21;22.11.2021;Экономические;convener@eurasiaresearch.info;none
International Conference on Psychology and Mental health;Арабские Эмираты;22.11.21 — 23.09.21;22.11.2021;Психологические;mentalhealthconferences2021@gmail.com;none
7th ICSTR Kuala Lumpur – International Conference on Science & Technology Research, 25-26 November 2021;Малайзия;25.11.21 — 26.11.21;23.11.2021;Технические;convener@eurasiaresearch.info;none
24th ICTEL 2021 – International Conference on Teaching, Education & Learning, 25-26 November, Paris;Франция;25.11.21 — 26.11.21;23.11.2021;Педагогические;convener@eurasiaresearch.info;none
2021 – 22nd International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 26-27 November, Kuala Lumpur;Малайзия;26.11.21 — 27.11.21;24.11.2021;Медицинские;convener@eurasiaresearch.info;none
3rd Paris – International Conference on Social Science & Humanities (ICSSH), 26-27 November 2021;Франция;26.11.21 — 27.11.21;24.11.2021;Социологические;convener@eurasiaresearch.info;none
The 11th Conference on Nanomaterials (CN_D 2021);Китай;24.12.21 — 26.12.21;24.11.2021;Физико-математические;editor_sarah@126.com;none
The 8th Int'l Conference on Thin Film Technology and Applications (TFTA_D 2021);Китай;24.12.21 — 26.12.21;24.11.2021;Физико-математические;editor_sarah@126.com;none
The 8th Int'l Conference on Surface and Interface of Materials (SIM_D 2021);Китай;24.12.21 — 26.12.21;24.11.2021;Физико-математические;editor_sarah@126.com;none
The 8th Int'l Conference on Polymer Materials Science (PMS_D 2021);Китай;24.12.21 — 26.12.21;24.11.2021;Физико-математические;editor_sarah@126.com;none
7th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA 2022);Китай;22.04.22 — 24.04.22;05.12.2021;Компьютерные;icccbda@young.ac.cn;none
2nd International Symposium on AI (ISAI 2022);Китай;22.04.22 — 24.04.22;05.12.2021;Компьютерные;isai_conf@163.com;none
4th International Conference on Computer Science and Technologies in Education (CSTE 2022);Китай;06.05.22 — 08.05.22;10.12.2021;Компьютерные;cste@iacsit.net;none
The 9th Int'l Conference on Signal and Image Processing (CSIP_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Компьютерные;conf_contact@163.com;none
The 14th Int'l Conference on Computational Intelligence and Software Engineering (CISE_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Компьютерные;conf_contact@163.com;none
The 7th Int'l Conference on Microwave and Terahertz Technology (ICMTT_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Компьютерные;conf_contact@163.com;none
Int'l Conference on Cloud Computing and Information Science (CCIS_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Компьютерные;conf_contact@163.com;none
The 6th Electronics and Circuits Conference (ECC_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Компьютерные;conf_contact@163.com;none
The 6th Int'l Symposium on Computational and Applied Mathematics (ISCAM_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Физико-математические;conf_contact@163.com;none
The 7th Int'l Conference on Probability and Stochastic Analysis (ICPSA_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Физико-математические;conf_contact@163.com;none
The 7th Int’l Conference on Functional Analysis (ICFA_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Физико-математические;conf_contact@163.com;none
The 7th Int’l Conference on Groups and Algebras (ICGA_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Физико-математические;conf_contact@163.com;none
The 4th Int'l Symposium on Quantum Computation and Communication (SQCC_D 2021);Китай;24.12.21 — 26.12.21;15.12.2021;Физико-математические;conf_contact@163.com;none
7th International Conference on Advances on Clean Energy Research (ICACER 2022);Испания;20.04.22 — 22.04.22;15.12.2021;Науки о Земле;icacer@zhconf.ac.cn;none
6th International Conference on Energy Economics and Energy Policy (ICEEEP 2022);Испания;20.04.22 — 22.04.22;15.12.2021;Науки о Земле;iceeep@zhconf.ac.cn;none
14th International Conference on Digital Image Processing (ICDIP 2022);Китай;20.05.22 — 23.05.22;15.12.2021;Компьютерные;icdip@iacsit.org;none
25th ICTEL 2021 – International Conference on Teaching, Education & Learning, 22-23 December, Bangkok;Тайланд;22.12.21 — 23.12.21;20.12.2021;Педагогические;convener@eurasiaresearch.info;none
26th ICTEL 2021 – International Conference on Teaching, Education & Learning, 22-23 December, Bali;Индонезия;22.12.21 — 23.12.21;20.12.2021;Педагогические;convener@eurasiaresearch.info;none
2021 – XXV International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 24-25 December, Bali;Индонезия;24.12.21 — 25.12.21;20.12.2021;Экономические;convener@eurasiaresearch.info;none
ICHTML 2021: Second International Conference on History, Theory and Methodology of Learning;Украина;12.05.21 — 14.05.21;21.12.2021;Философские;acinonyxleo@gmail.com;none
9th Bangkok – International Conference on Social Science & Humanities (ICSSH), 23-24 December 2021;Тайланд;23.12.21 — 24.12.21;21.12.2021;Социологические;convener@eurasiaresearch.info;none
6th Bali – International Conference on Social Science & Humanities (ICSSH), 23-24 December 2021;Индонезия;23.12.21 — 24.12.21;21.12.2021;Социологические;convener@eurasiaresearch.info;none
2021 – XXIV International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 24-25 December, Bangkok;Тайланд;24.12.21 — 25.12.21;22.12.2021;Экономические;convener@eurasiaresearch.info;none
9th ICSTR Bangkok – International Conference on Science & Technology Research, 25-26 December 2021;Тайланд;25.12.21 — 26.12.21;23.12.2021;Технические;convener@eurasiaresearch.info;none
6th ICSTR Bali – International Conference on Science & Technology Research, 25-26 December 2021;Индонезия;25.12.21 — 26.12.21;23.12.2021;Технические;convener@eurasiaresearch.info;none
2021 – 24th International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 26-27 December, Bangkok;Тайланд;26.12.21 — 27.12.21;24.12.2021;Медицинские;convener@eurasiaresearch.info;none
2021 – 25th International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 26-27 December, Bali;Индонезия;26.12.21 — 27.12.21;24.12.2021;Медицинские;convener@eurasiaresearch.info;none
2021 International Conference on Clinical Pharmacy and Pharmaceutical Research;Китай;28.12.21 — 30.12.21;30.12.2021;Фармацевтические;info@apanse.com;none
Проект по развитию корееведения;Корея;01.01.21 — 31.12.21;31.12.2021;Педагогические;global@aks. ac.kr;none
2022 5th Asia-Pacific Conference on Applied Mathematics and Statistics (AMS 2022);Корея;20.02.22 — 22.02.22;31.12.2021;Технические;ams@iased.org;none
2022 5th International Joint Conference on Information and Communication Engineering (JCICE 2022);Корея;20.02.22 — 22.02.22;31.12.2021;Технические;jcice@iased.org;none
2022 5th International Conference on Data Mining and Knowledge Discovery(DMKD 2022);Корея;20.02.22 — 22.02.22;31.12.2021;Технические;dmkd@iased.org;none
2022 International Conference on Frontiers of Digital Signal Processing (CFDSP 2022);Тайланд;25.02.22 — 27.02.22;31.12.2021;Технические;cfdsp@iaeeee.org;none
2022 International Symposium on Electrical, Electronics and Information Engineering(ISEEIE 2022);Тайланд;25.02.22 — 27.02.22;31.12.2021;Технические;iseeie@iaeeee.org;none
2022 5th International Conference on Advanced Control, Automation and Robotics (ICACAR 2022);Китай;26.03.22 — 28.03.22;31.12.2021;Технические;icacar@iased.org;none
2022 6th International Conference on Aerospace, Mechanical and Mechatronic Engineering (CAMME 2022);Китай;26.03.22 — 28.03.22;31.12.2021;Технические;camme@iased.org;none
2022 5th International Conference on Unmanned Aerial Systems and Aerospace(ICUASA 2022);Китай;26.03.22 — 28.03.22;31.12.2021;Технические;icuasa@iased.org;none
2022 International Conference on Materials Science and Engineering (CoMSE 2022);Китай;19.03.22 — 21.03.22;31.12.2021;Технические;comse@iaeeee.org;none
2022 International Conference on Smart Materials and Surfaces (ICoSMS 2022);Китай;19.03.22 — 21.03.22;31.12.2021;Технические;icosms@iaeeee.org;none
INTERNATIONAL CONFERENCE ON CLINICAL CARDIOLOGY & CONGENITAL HEART DISEASE;Франция;07.02.22 — 08.02.22;31.12.2021;Медицинские;clinicalcardiology2022@gmail.com;none
8th International Conference on Information Management and Industrial Engineering (ICII 2022);Южно-Африканская Республика;25.05.22 — 27.05.22;15.01.2022;Компьютерные;icii_conf@vip.163.com;none
13th International Conference on Mechanical and Intelligent Manufacturing Technologies (ICMIMT 2022);Южно-Африканская Республика;25.05.22 — 27.05.22;15.01.2022;Технические;icmimt@academic.net;none
2022 3rd Asia Service Sciences and Software Engineering Conference (ASSE 2022);Китай;24.02.22 — 26.02.22;19.01.2022;Компьютерные;amychou2020@163.com;none
VIII Международный симпозиум «Гуманитарные и общественные науки в Европе: достижения и перспективы»I;Австрия;25.01.22 — 25.01.22;24.01.2022;Филологические;pub@ppublishing.org;none
2022 4th International Conference on Image, Video and Signal Processing (IVSP 2022);Сингапур;18.03.22 — 20.03.22;03.02.2022;Компьютерные;ivsp@acm-sg.org;none
2022 3rd International Conference on Machine Learning and Human-Computer Interaction (MLHMI 2022);Сингапур;18.03.22 — 20.03.22;03.02.2022;Компьютерные;mlhmi.conference@gmail.com;none
3rd World Congress on Nanoscience, Nanotechnology and Advanced Materials (WCNSN-2022);Арабские Эмираты;21.02.22 — 22.02.22;15.02.2022;Нанотехнологии;wcnsn@phronesisonline.org;none
ICTEL 2022 – International Conference on Teaching, Education & Learning, 19-20 February, Dubai;Арабские Эмираты;19.02.22 — 20.02.22;17.02.2022;Педагогические;convener@eurasiaresearch.info;none
9th Dubai – International Conference on Social Science & Humanities (ICSSH), 20-21 February 2022;Арабские Эмираты;20.02.22 — 21.02.22;18.02.2022;Социологические;convener@eurasiaresearch.info;none
2022 – International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 21-22 February, Dubai;Арабские Эмираты;21.02.22 — 20.02.22;18.02.2022;Экономические;convener@eurasiaresearch.info;none
9th ICSTR Dubai – International Conference on Science & Technology Research, 22-23 February 2022;Арабские Эмираты;22.02.22 — 23.02.22;20.02.2022;Технические;convener@eurasiaresearch.info;none
2022 – International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 23-24 February, Dubai;Арабские Эмираты;23.02.22 — 24.02.22;21.02.2022;Медицинские;convener@eurasiaresearch.info;none
2022 3rd International Conference on Industrial Engineering and Artificial Intelligence (IEAI 2022);Тайланд;28.04.22 — 30.04.22;13.03.2022;Компьютерные;ieai@acm-sg.net;none
The 11th Spring World Congress on Engineering and Technology (SCET 2022);Китай;19.04.22 — 21.04.22;19.03.2022;Технические;editor_sarah@126.com;none
2022 International Symposium on Intelligent Unmanned Systems and Artificial Intelligence (SIUSAI 2022);Китай;22.04.22 — 24.04.22;20.03.2022;Технические;siusai@iaeeee.org;none
2022 International Symposium on Connected and Autonomous Vehicles (SoCAV 2022);Китай;22.04.22 — 24.04.22;20.03.2022;Технические;socav@iaeeee.org;none
2022 – IInd International Conference on Business, Economics, Law, Language & Psychology (ICBELLP), 24-25 March, Singapore;Сингапур;24.03.22 — 25.03.22;22.03.2022;Экономические;convener@eurasiaresearch.info;none
The 4th Int'l Conference on Nanochemistry (ICN 2022);Китай;22.04.22 — 24.04.22;22.03.2022;Химические;editor_sarah@126.com;none
The 8th Int'l Conference on Physical Chemistry (CPC 2022);Китай;22.04.22 — 24.04.22;22.03.2022;Химические;editor_sarah@126.com;none
Int'l Conference on Colloid and Interface Chemistry (CIC 2022);Китай;22.04.22 — 24.04.22;22.03.2022;Химические;editor_sarah@126.com;none
10th ICSTR Singapore – International Conference on Science & Technology Research, 25-26 March 2022;Сингапур;25.03.22 — 26.03.22;23.03.2022;Физико-математические;convener@eurasiaresearch.info;none
2022 – 2nd International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 26-27 March, Singapore;Сингапур;26.03.22 — 27.03.22;24.03.2022;Медицинские;convener@eurasiaresearch.info;none
2022 3rd Asia Human-Computer Interaction Symposium (AHMIS 2022);Китай;26.05.22 — 28.05.22;13.04.2022;Технические;ahmis@acm-sg.net;none
2022 4th International Conference on Big Data Engineering (BDE 2022);Китай;26.05.22 — 28.05.22;13.04.2022;Технические;bde.conference@gmail.com;none
Int'l Conference on Renewable Energy and Energy Systems (REES 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Технические;paper_service@163.com;none
Int'l Conference on Power Systems and Smart Grids (PSSG 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Технические;paper_service@163.com;none
Int'l Conference on Electrical Machines and Power Electronics (EMPE 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Технические;paper_service@163.com;none
Int'l Conference on Power Generation, Transmission and Distribution (PGTD 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Технические;paper_service@163.com;none
Int'l Conference on Environmental Materials and Catalysis (CEMC 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Науки о Земле;paper_service@163.com;none
International Conference on Hydrology and Water Management (CHWM 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Науки о Земле;paper_service@163.com;none
The 5th Int'l Environmental Economics Conference (EEC 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Науки о Земле;paper_service@163.com;none
The 6th Int'l Conference on Environmental Chemistry and Ecotoxicology (CECE 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Науки о Земле;paper_service@163.com;none
Internatonal Conference on Power, Energy and Industrial Engineering (PEIE 2021);Китай;26.11.21 — 28.11.21;19.07.2022;Технические;peieconf@163.com;none
2022 International Joint Conference on Environmental Engineering and Biotechnology (CoEEB 2022);Корея;15.10.22 — 17.10.22;31.08.2022;Технические;coeeb@iaeeee.org;none
Int'l Symposium on Photochemistry (ISP 2022);Китай;22.04.22 — 24.04.22;22.03.2022;Химические;editor_sarah@126.com;none
10th ICSTR Singapore – International Conference on Science & Technology Research, 25-26 March 2022;Сингапур;25.03.22 — 26.03.22;23.03.2022;Физико-математические;convener@eurasiaresearch.info;none
2022 – 2nd International Conference on Research in Life-Sciences & Healthcare (ICRLSH), 26-27 March, Singapore;Сингапур;26.03.22 — 27.03.22;24.03.2022;Медицинские;convener@eurasiaresearch.info;none
2022 3rd Asia Human-Computer Interaction Symposium (AHMIS 2022);Китай;26.05.22 — 28.05.22;13.04.2022;Технические;ahmis@acm-sg.net;none
2022 4th International Conference on Big Data Engineering (BDE 2022);Китай;26.05.22 — 28.05.22;13.04.2022;Технические;bde.conference@gmail.com;none
Int'l Conference on Renewable Energy and Energy Systems (REES 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Технические;paper_service@163.com;none
Int'l Conference on Power Systems and Smart Grids (PSSG 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Технические;paper_service@163.com;none
Int'l Conference on Electrical Machines and Power Electronics (EMPE 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Технические;paper_service@163.com;none
Int'l Conference on Power Generation, Transmission and Distribution (PGTD 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Технические;paper_service@163.com;none
Int'l Conference on Environmental Materials and Catalysis (CEMC 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Науки о Земле;paper_service@163.com;none
International Conference on Hydrology and Water Management (CHWM 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Науки о Земле;paper_service@163.com;none
The 5th Int'l Environmental Economics Conference (EEC 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Науки о Земле;paper_service@163.com;none
The 6th Int'l Conference on Environmental Chemistry and Ecotoxicology (CECE 2022);Китай;22.04.22 — 24.04.22;22.04.2022;Науки о Земле;paper_service@163.com;none
Internatonal Conference on Power, Energy and Industrial Engineering (PEIE 2021);Китай;26.11.21 — 28.11.21;19.07.2022;Технические;peieconf@163.com;none
2022 International Joint Conference on Environmental Engineering and Biotechnology (CoEEB 2022);Корея;15.10.22 — 17.10.22;31.08.2022;Технические;coeeb@iaeeee.org;none
